The/DT	(NN,1) (The,1) (DT,1) (det,1) (woman,1) (root,1) 
who/WP	(Ron,1) (NNP,1) (ref,1) (root,1) (WP,1) (who,1) 
lower/JJR	(NN,1) (lip,1) (JJR,1) (root,1) (lower,1) (VBD,1) (bit,1) (dobj,1) (amod,1) 
probably/RB	(JJ,1) (RB,1) (advmod,1) (probably,1) (root,1) (delirious,1) 
dreamed/VBD	(sleep,1) (dreamed,1) (get,1) (root,1) (brooded,1) (VBD,2) (advcl,2) (VB,2) (xcomp,1) 
Quite/RB	(DT,1) (RB,1) (advmod,1) (idiot,1) (VBP,1) (root,1) (Quite,1) (nsubj,1) (an,1) 
Nope/UH	(RB,1) (advmod,1) (Nope,1) (UH,1) (get,1) (root,1) (VB,1) (just,1) (discourse,1) 
girldfriend/NN	(NN,1) (VBP,1) (girldfriend,1) (root,1) (have,1) (dobj,1) 
Well/RB	(RB,1) (NNP,1) (think,1) (advmod,1) (VBP,1) (root,1) (Well,1) (parataxis,1) (Ginny,1) 
already/RB	(RB,1) (advmod,1) (VBN,1) (already,1) (root,1) (done,1) 
Mungos/NNPS	(NNPS,1) (root,1) (Mungos,1) 
Thanks/NNS	(JJ,1) (NNS,1) (fine,1) (root,1) (Thanks,1) (parataxis,1) 
unintentionally/NN	(NN,1) (ccomp,1) (nmod:of,1) (embarrassing,1) (knew,1) (root,1) (came,1) (VBD,2) (VBG,1) (advcl,1) (unintentionally,1) 
can/MD	(take,1) (can,1) (aux,1) (root,1) (MD,1) (VB,1) 
friendly/JJ	(JJ,1) (smiled,1) (friendly,1) (root,1) (VBD,1) (xcomp,1) 
stayed/VBD	(stayed,1) (root,1) (disappeared,1) (VBD,2) (conj:and,1) 
healer/VBP	(healer,1) (ccomp,1) (VBP,1) (root,1) (VBD,1) (met,1) 
knew/VBD	(knew,1) (root,1) (VBD,1) 
brown/JJ	(JJ,1) (NNS,1) (VBN,1) (aux,1) (root,1) (insisted,1) (VBD,1) (had,1) (dobj,1) (brown,1) (amod,1) (eyes,1) 
slowly/RB	(RB,1) (became,1) (advmod,1) (blinked,1) (root,1) (VBD,2) (conj:and,1) (slowly,1) 
hospital/NN	(NN,2) (root,1) (VBD,1) (floor,1) (hospital,1) (met,1) (nmod:on,1) (compound,1) 
there/EX	(expl,1) (EX,1) (root,1) (there,1) (thank,1) (VB,1) 
shimmered/VBD	(ccomp,1) (looked,1) (shimmered,1) (root,1) (noticed,1) (VBD,3) (conj:and,1) 
about/IN	(NNP,1) (IN,1) (Hermione,1) (root,1) (about,1) (case,1) 
year/NN	(NN,1) (VBN,2) (year,1) (root,1) (insisted,1) (had,1) (advcl,1) (nmod:over,1) 
woman/NN	(NN,1) (woman,1) (root,1) 
this/DT	(DT,1) (knew,1) (root,1) (this,1) (VBD,1) (dobj,1) 
always/RB	(NN,1) (carried,1) (acl:relcl,1) (always,1) (RB,1) (took,1) (advmod,1) (nmod:with,1) (root,1) (VBD,2) (quill,1) 
little/JJ	(NN,1) (JJ,1) (looked,1) (root,1) (VBD,1) (dobj,1) (amod,1) (clumsy,1) (little,1) 
writing/NN	(NN,2) (ccomp,1) (VBP,1) (nmod:of,1) (root,1) (writing,1) (know,1) (style,1) (nsubj,1) (seems,1) (VBZ,1) 
So/RB	(RB,1) (root,1) (So,1) 
be/VB	(JJ,1) (be,1) (cop,1) (root,1) (scary,1) (VB,1) 
idiot/VBP	(idiot,1) (VBP,1) (root,1) 
'/POS	(JJ,1) (NN,1) (NNS,1) (askin,1) (fine,1) (POS,1) (root,1) (Thanks,1) (',1) (parataxis,1) (dep,1) (case,1) 
bags/NNS	(JJ,1) (NNP,1) (NNS,1) (bags,1) (Hermione,1) (root,1) (dropped,1) (VBD,1) (insane,1) (parataxis,2) (dobj,1) 
Johnson/NNP	(NNP,1) (Johnson,1) (root,1) 
their/PRP$	(NN,1) (went,1) (PRP$,1) (nmod:poss,1) (nmod:into,1) (root,1) (VBD,1) (their,1) (room,1) 
refill/VB	(refill,1) (went,1) (root,1) (VBD,1) (VB,1) (xcomp,1) 
thoughts/NNS	(thoughts,1) (tried,1) (NNS,1) (looked,1) (root,1) (VBD,2) (control,1) (conj:and,1) (VB,1) (dobj,1) (xcomp,1) 
thing/NN	(NN,1) (ccomp,1) (embarrassing,1) (knew,1) (root,1) (VBD,1) (VBG,1) (nsubj,1) (thing,1) 
dreams/NNS	(NN,1) (nmod:from,1) (NNS,1) (woman,1) (root,1) (dreams,1) 
This/DT	(JJ,1) (DT,1) (NNP,1) (Hermione,1) (root,1) (This,1) (insane,1) (parataxis,1) (nsubj,1) 
ahead/RB	(RB,1) (advmod,1) (csubj,1) (VBP,1) (Hermione,1) (ahead,1) (root,1) (Go,1) (VB,1) 
nice/JJ	(RB,1) (NN,1) (JJ,1) (root,1) (parataxis,1) (So,1) (evening,1) (amod,1) (nice,1) 
report/NN	(NN,1) (went,1) (root,1) (report,1) (VBD,2) (gave,1) (conj:and,1) (dobj,1) 
used/VBN	(VBN,1) (root,1) (used,1) 
gradually/RB	(RB,1) (gradually,1) (advmod,1) (recovered,1) (root,1) (VBD,1) 
say/VB	(root,1) (VBG,1) (say,1) (VB,1) (thinking,1) (dep,1) 
if/IN	(JJ,1) (NN,1) (IN,1) (old,1) (idea,1) (root,1) (know,1) (advcl,1) (conj:and,1) (VB,1) (if,1) (mark,1) 
goodbye/NN	(NN,1) (went,1) (root,1) (goodbye,1) (VBD,2) (conj:and,1) (said,1) (dobj,1) 
How/WRB	(How,1) (advmod,1) (doing,1) (ccomp,1) (Hermione,1) (WRB,1) (root,1) (VBG,1) (VB,1) 
witch/NN	(NN,1) (nmod:at,1) (looked,1) (root,1) (VBD,1) (witch,1) 
wanted/VBD	(wanted,1) (VBP,1) (Hermione,1) (root,1) (VBD,1) (parataxis,1) 
that/DT	(JJ,1) (DT,1) (that,1) (root,1) (nmod:like,1) (parataxis,1) (do,1) (VB,1) (delirious,1) 
over/IN	(NN,1) (over,1) (VBN,2) (year,1) (IN,1) (root,1) (insisted,1) (had,1) (advcl,1) (case,1) (nmod:over,1) 
brooded/VBD	(sleep,1) (get,1) (root,1) (brooded,1) (VBD,1) (advcl,1) (VB,2) (xcomp,1) 
stared/VBD	(root,1) (VBD,1) (stared,1) 
aftershave/NN	(NN,2) (blew,1) (whiff,1) (nmod:of,1) (root,1) (VBD,1) (nsubj,1) (aftershave,1) 
infinitely/RB	(RB,1) (infinitely,1) (advmod,1) (ccomp,1) (embarrassing,1) (knew,1) (root,1) (VBD,1) (VBG,1) 
especially/RB	(RB,1) (advmod,1) (ccomp,1) (especially,1) (embarrassing,1) (knew,1) (root,1) (came,1) (VBD,2) (VBG,1) (advcl,1) 
tried/VBD	(tried,1) (looked,1) (root,1) (VBD,2) (conj:and,1) 
chocolate/NN	(NN,1) (NNS,1) (VBN,1) (aux,1) (root,1) (insisted,1) (VBD,1) (had,1) (dobj,1) (eyes,1) (compound,1) (chocolate,1) 
dining/NN	(NN,2) (went,1) (nmod:into,1) (dining,1) (root,1) (VBD,1) (compound,1) (room,1) 
Mrs./NNP	(NNP,3) (Weasley,1) (Mrs.,1) (Parvati,1) (root,1) (parataxis,1) (compound,1) 
only/RB	(RB,1) (advmod,1) (root,1) (only,1) (VBG,1) (thinking,1) 
change/NN	(NN,1) (going,1) (needed,1) (root,1) (change,1) (VBD,1) (VBG,1) (conj:and,1) (dobj,1) 
your/PRP$	(NN,2) (healer,1) (went,1) (nmod:poss,2) (PRP$,1) (nmod:into,1) (root,1) (VBD,1) (your,1) (room,1) 
Although/IN	(VBN,2) (IN,1) (root,1) (insisted,1) (had,1) (advcl,1) (Although,1) (mark,1) 
clumsy/NN	(NN,1) (looked,1) (root,1) (VBD,1) (dobj,1) (clumsy,1) 
Merlin/NNP	(NNP,1) (VBP,1) (root,1) (nsubj,1) (Merlin,1) (sit,1) 
bit/VBD	(root,1) (VBD,1) (bit,1) 
take/VB	(take,1) (root,1) (VB,1) 
behavior/NN	(NN,2) (nmod:as,1) (take,1) (root,1) (opportunity,1) (acl,1) (VB,2) (behavior,1) (nmod:for,1) (apologize,1) 
Oh/UH	(NNP,1) (UH,1) (Hermione,1) (root,1) (Oh,1) (dep,1) 
pretty/JJ	(NN,1) (JJ,1) (pretty,1) (woman,1) (root,1) (amod,1) 
all/PDT	(NN,1) (all,1) (PDT,1) (det:predet,1) (brooded,1) (VB,2) (xcomp,1) (sleep,1) (get,1) (root,1) (VBD,1) (advcl,1) (time,1) (dobj,1) 
slim/JJ	(JJ,1) (root,1) (slim,1) 
my/PRP$	(NN,1) (mind,1) (PRP$,1) (nmod:poss,1) (VBP,1) (root,1) (let,1) (VB,1) (dobj,1) (my,1) (dep,1) (sit,1) 
wand/NN	(pointed,1) (NN,1) (root,1) (wand,1) (VBD,2) (advcl,1) (bit,1) (dobj,1) 
apartment/NN	(NN,1) (VBN,2) (root,1) (insisted,1) (had,1) (advcl,1) (dobj,1) (apartment,1) 
named/VBD	(named,1) (root,1) (VBD,1) 
know/VB	(JJ,1) (old,1) (root,1) (know,1) (conj:and,1) (VB,1) 
idiot/NN	(JJ,1) (NN,1) (idiot,1) (root,1) (brash,1) (dep,1) 
bed/NN	(NN,2) (bed,1) (nmod:in,1) (get,1) (root,1) (acl,1) (VB,2) (dobj,1) (order,1) (stay,1) 
explain/VB	(explain,1) (root,1) (VB,1) 
depressed/JJ	(JJ,1) (VBP,1) (root,1) (depressed,1) (xcomp,1) (seem,1) 
Neville/NNP	(NNP,1) (Neville,1) (root,1) 
apologize/VB	(NN,1) (nmod:as,1) (take,1) (root,1) (opportunity,1) (acl,1) (VB,2) (apologize,1) 
'd/VBD	(explain,1) (VBN,1) (aux,1) (root,1) (VBD,2) (advcl,1) (conj:and,1) (grown,1) (VB,1) (returned,1) ('d,1) 
absolutely/RB	(JJ,1) (RB,1) (NNP,1) (advmod,1) (Hermione,1) (root,1) (absolutely,1) (insane,1) (parataxis,1) 
do/VB	(JJ,1) (root,1) (parataxis,1) (do,1) (VB,1) (delirious,1) 
fast/RB	(RB,1) (advmod,1) (went,1) (fast,1) (root,1) (VBD,1) 
Mhh/NNP	(NNP,2) (Johnson,1) (root,1) (Mhh,1) (dep,1) 
beds/NNS	(JJ,1) (NNP,1) (NNS,1) (lay,1) (Hermione,1) (root,1) (VBD,1) (insane,1) (parataxis,2) (beds,1) (nmod:on,1) 
really/RB	(JJ,1) (RB,1) (advmod,1) (root,1) (scary,1) (really,1) 
back/RB	(RB,1) (advmod,1) (get,1) (root,1) (back,1) (VB,1) 
carried/VBD	(NN,1) (carried,1) (acl:relcl,1) (took,1) (nmod:with,1) (root,1) (VBD,2) (quill,1) 
grown/VBN	(explain,1) (VBN,1) (root,1) (VBD,1) (advcl,1) (conj:and,1) (grown,1) (VB,1) (returned,1) 
ran/VBD	(stopped,1) (root,1) (VBD,2) (advcl,1) (ran,1) 
embraced/VBD	(embraced,1) (root,1) (VBD,1) 
how/WRB	(how,1) (advmod,1) (looked,1) (WRB,1) (root,1) (VBD,1) 
clothes/NNS	(took,1) (NNS,1) (root,1) (VBD,1) (dobj,1) (clothes,1) 
Thank/VB	(NNP,1) (Hermione,1) (root,1) (Thank,1) (parataxis,1) (VB,1) 
nobody/NN	(NN,1) (NNP,1) (Hermione,1) (root,1) (nobody,1) (dep,1) 
away/RP	(away,1) (compound:prt,1) (root,1) (VBD,1) (stole,1) (RP,1) 
incredibly/RB	(JJ,1) (RB,1) (advmod,1) (incredibly,1) (sexy,1) (root,1) 
return/VB	(VBN,1) (ccomp,1) (root,1) (insisted,1) (VB,1) (return,1) 
head/NN	(healer,1) (head,1) (NN,1) (ccomp,1) (VBP,1) (root,1) (VBD,1) (nsubj,1) (met,1) 
back/RP	(compound:prt,1) (get,1) (root,1) (back,1) (VB,1) (RP,1) 
anymore/RB	(sleep,1) (RB,1) (advmod,1) (get,1) (root,1) (VB,2) (anymore,1) (xcomp,1) 
's/VBZ	(JJ,1) (cop,1) (root,1) ('s,1) (delirious,1) (VBZ,1) 
magic/JJ	(magic,1) (JJ,1) (root,1) 
such/PDT	(JJ,1) (NN,1) (such,1) (PDT,1) (det:predet,1) (old,1) (idea,1) (root,1) (know,1) (advcl,1) (conj:and,1) (VB,1) 
been/VBN	(JJ,1) (been,1) (VBN,1) (cop,1) (root,1) (brash,1) 
wrong/JJ	(JJ,1) (root,1) (wrong,1) 
did/VBD	(JJ,1) (aux,1) (old,1) (root,1) (know,1) (VBD,1) (conj:and,1) (VB,1) (did,1) 
so/IN	(stopped,1) (IN,1) (root,1) (VBD,2) (advcl,1) (so,1) (ran,1) (mark,1) 
him/PRP	(watched,1) (root,1) (VBD,1) (dobj,1) (him,1) (PRP,1) 
asking/VBG	(thought,1) (asking,1) (root,1) (VBD,1) (VBG,1) (xcomp,1) 
everything/NN	(explain,1) (NN,1) (root,1) (VB,1) (everything,1) (dobj,1) 
bit/RB	(JJ,1) (RB,1) (ccomp,1) (VBP,1) (nmod:npmod,1) (root,1) (know,1) (bit,1) (seems,1) (odd,1) (xcomp,1) (VBZ,1) 
again/RB	(RB,1) (advmod,1) (blinked,1) (root,1) (again,1) (VBD,1) 
left/VBD	(smiled,1) (left,1) (root,1) (VBD,2) (conj:and,1) 
but/CC	(but,1) (CC,1) (cc,1) (VBP,1) (root,1) (know,1) 
his/PRP$	(NN,1) (VBN,1) (his,1) (PRP$,1) (nmod:poss,1) (mum,1) (root,1) (insisted,1) (nsubj,1) 
became/VBD	(became,1) (blinked,1) (root,1) (VBD,2) (conj:and,1) 
That/DT	(JJ,1) (That,1) (DT,1) (NNP,1) (Hermione,1) (root,1) (parataxis,1) (possible,1) (nsubj,1) 
almost/RB	(RB,1) (advmod,1) (stopped,1) (almost,1) (root,1) (VBD,2) (advcl,1) (ran,1) 
Ronald/NNP	(NNP,3) (Weasley,1) (Ronald,1) (Parvati,1) (root,1) (parataxis,1) (compound,1) 
fabric/NN	(NN,1) (ccomp,1) (looked,1) (shimmered,1) (fabric,1) (root,1) (noticed,1) (VBD,3) (conj:and,1) (nmod:through,1) 
smile/NN	(JJ,1) (NN,1) (sexy,1) (root,1) (nsubj,1) (smile,1) 
sit/VBP	(VBP,1) (root,1) (sit,1) 
embarrassing/VBG	(ccomp,1) (embarrassing,1) (knew,1) (root,1) (VBD,1) (VBG,1) 
else/RB	(magic,1) (JJ,1) (RB,1) (advmod,1) (what,1) (else,1) (root,1) (WP,1) (dobj,1) 
expectantly/RB	(RB,1) (advmod,1) (watched,1) (root,1) (VBD,1) (expectantly,1) 
memory/NN	(NN,1) (nmod:at,1) (memory,1) (root,1) (VBD,1) (blushed,1) 
loudly/NNS	(loudly,1) (NNS,1) (startled,1) (root,1) (VBD,2) (conj:and,1) (squeaked,1) (dobj,1) 
rubbed/VBD	(rubbed,1) (root,1) (VBD,1) 
Mungo/NNP	(JJ,1) (NNP,1) (root,1) (nmod:'s,1) (brash,1) (Mungo,1) 
're/VBP	(JJ,1) (VBP,1) (cop,1) (old,1) (root,1) ('re,1) 
His/PRP$	(JJ,1) (NN,1) (His,1) (PRP$,1) (nmod:poss,1) (sexy,1) (root,1) (nsubj,1) (smile,1) 
little/RB	(JJ,1) (RB,1) (VBP,1) (nmod:npmod,1) (root,1) (depressed,1) (xcomp,1) (seem,1) (little,1) 
also/RB	(RB,1) (take,1) (advmod,1) (root,1) (also,1) (VB,1) 
do/VBP	(JJ,1) (VBP,1) (aux,1) (old,1) (root,1) (know,1) (conj:and,1) (do,1) (VB,1) 
story/NN	(NN,2) (JJ,1) (read,1) (nmod:about,1) (parataxis,1) (amod,1) (VB,1) (nice,1) (xcomp,1) (RB,1) (root,1) (So,1) (evening,1) (story,1) 
we/PRP	(conj:but,1) (VBP,2) (root,1) (know,1) (hope,1) (nsubj,1) (we,1) (PRP,1) 
alone/RB	(RB,1) (alone,1) (VBP,1) (root,1) (let,1) (mwe,1) (VB,1) (dep,1) (sit,1) 
Parvati/NNP	(NNP,1) (Parvati,1) (root,1) 
blinked/VBD	(blinked,1) (root,1) (VBD,1) 
are/VBP	(doing,1) (ccomp,1) (are,1) (VBP,1) (aux,1) (Hermione,1) (root,1) (VBG,1) (VB,1) 
good/JJ	(JJ,2) (NN,1) (old,1) (idea,1) (root,1) (know,1) (advcl,1) (conj:and,1) (VB,1) (amod,1) (good,1) 
You/PRP	(VBP,1) (root,1) (nsubj,1) (You,1) (seem,1) (PRP,1) 
watched/VBD	(watched,1) (root,1) (VBD,1) 
into/IN	(into,1) (blew,1) (her,1) (IN,1) (root,1) (VBD,1) (nmod:to,1) (case,1) (PRP,1) 
got/VBD	(root,1) (VBD,1) (got,1) 
open/JJ	(NN,1) (JJ,1) (VBN,1) (root,1) (nmod:to,1) (used,1) (manner,1) (amod,1) (open,1) 
going/VBG	(going,1) (root,1) (VBG,1) 
work/NN	(NN,1) (VBP,1) (work,1) (root,1) (have,1) (dobj,1) 
recovered/VBD	(recovered,1) (root,1) (VBD,1) 
comments/NNS	(NN,1) (JJ,1) (read,1) (comments,1) (parataxis,1) (amod,1) (VB,1) (nice,1) (xcomp,1) (RB,1) (NNS,1) (root,1) (So,1) (evening,1) (dobj,1) 
scary/JJ	(JJ,1) (root,1) (scary,1) 
lot/NN	(Ron,1) (lot,1) (NN,1) (NNP,1) (VBP,1) (work,1) (root,1) (parataxis,1) (dobj,1) 
incident/NN	(remember,1) (NN,1) (recovered,1) (ccomp,1) (root,1) (VBD,1) (VB,1) (dobj,1) (incident,1) 
over/RP	(over,1) (blew,1) (compound:prt,1) (root,1) (VBD,1) (RP,1) 
?!/NNP	(NNP,2) (?!,1) (VBP,1) (root,1) (nsubj,1) (Merlin,1) (dep,1) (sit,1) 
young/JJ	(NN,1) (JJ,1) (woman,1) (young,1) (root,1) (amod,1) 
move/VB	(named,1) (move,1) (ccomp,1) (began,1) (root,1) (VBD,2) (VB,1) (xcomp,1) 
in/IN	(stopped,1) (in,1) (IN,1) (root,1) (VBD,1) (dep,1) 
quite/RB	(JJ,1) (RB,1) (advmod,1) (root,1) (quite,1) (brash,1) 
just/RB	(RB,1) (advmod,1) (get,1) (root,1) (VB,1) (just,1) 
lovingly/RB	(RB,1) (advmod,1) (smiled,1) (lovingly,1) (root,1) (VBD,1) 
know/VBP	(VBP,1) (root,1) (know,1) 
direct/JJ	(NN,1) (JJ,1) (VBN,1) (root,1) (direct,1) (nmod:to,1) (used,1) (manner,1) (amod,1) 
stole/VBD	(root,1) (VBD,1) (stole,1) 
thought/VBD	(thought,1) (root,1) (VBD,1) 
On/IN	(NN,1) (IN,1) (root,1) (VBD,1) (floor,1) (met,1) (nmod:on,1) (case,1) (On,1) 
remember/VB	(remember,1) (recovered,1) (ccomp,1) (root,1) (VBD,1) (VB,1) 
blouse/NN	(pointed,1) (NN,1) (nmod:at,1) (blouse,1) (root,1) (VBD,2) (advcl,1) (bit,1) 
hope/VBP	(conj:but,1) (VBP,2) (root,1) (know,1) (hope,1) 
pointed/VBD	(pointed,1) (root,1) (VBD,2) (advcl,1) (bit,1) 
first/JJ	(JJ,1) (VB,1) (amod,1) (RB,1) (advmod,1) (:--RRB-,1) (NNS,1) (reviews,1) (root,1) (thank,1) (VBD,1) (advcl,1) (nsubj,1) (much,1) (first,1) 
behind/RP	(behind,1) (compound:prt,1) (stayed,1) (root,1) (disappeared,1) (VBD,2) (conj:and,1) (RP,1) 
As/IN	(blew,1) (As,1) (IN,1) (root,1) (VBD,2) (approached,1) (advcl,1) (mark,1) 
with/IN	(Ron,1) (NNP,1) (with,1) (IN,1) (root,1) (case,1) 
next/JJ	(next,1) (JJ,1) (recovered,1) (NNS,1) (root,1) (VBD,1) (days,1) (amod,1) (nmod:over,1) 
welcome/JJ	(Ron,1) (JJ,1) (NNP,1) (root,1) (parataxis,1) (welcome,1) 
seconds/NNS	(blew,1) (seconds,1) (NNS,1) (her,1) (root,1) (VBD,1) (nmod:to,1) (conj:and,1) (PRP,1) 
My/PRP$	(NN,1) (PRP$,1) (nmod:poss,1) (root,1) (thank,1) (back,1) (VB,1) (nsubj,1) (My,1) 
I/PRP	(VBP,1) (root,1) (have,1) (I,1) (nsubj,1) (PRP,1) 
's/PRP	(sleep,1) (nmod:at,1) (dreamed,1) (get,1) (root,1) (brooded,1) (VBD,2) (advcl,2) (VB,2) ('s,1) (xcomp,1) (PRP,1) 
disappeared/VBD	(root,1) (disappeared,1) (VBD,1) 
stay/NN	(NN,2) (woman,1) (nmod:since,1) (root,1) (stay,1) 
took/VBD	(took,1) (root,1) (VBD,1) 
there/RB	(JJ,1) (RB,1) (advmod,1) (going,1) (root,1) (there,1) (crazy,1) (VBG,1) (xcomp,1) 
touched/VBD	(touched,1) (startled,1) (root,1) (VBD,2) (advcl,1) 
mind/NN	(NN,1) (mind,1) (VBP,1) (root,1) (let,1) (VB,1) (dobj,1) (dep,1) (sit,1) 
throat/NN	(NN,1) (throat,1) (root,1) (VBD,2) (blushed,1) (conj:and,1) (dobj,1) (cleared,1) 
make/VB	(NN,1) (chance,1) (root,1) (have,1) (acl,1) (VB,2) (dobj,1) (make,1) 
hands/NNS	(NNS,1) (hands,1) (nmod:in,1) (root,1) (buried,1) (VBD,1) 
Granger/NNP	(Granger,1) (NNP,1) (NNPS,1) (root,1) (conj:and,1) (Mungos,1) 
sweet/JJ	(JJ,1) (ccomp,1) (thought,1) (root,1) (VBD,1) (sweet,1) 
nodded/VBD	(nodded,1) (root,1) (VBD,1) 
needed/VBD	(going,1) (needed,1) (root,1) (VBD,1) (VBG,1) (conj:and,1) 
